experiment_name,exp_id,auc,pr_auc,brier,f1,mae,rmse,paired_significance_p
hybrid_wo_aug,exp_20260223_141808_f8770c,1.0,1.0,0.187116,1.0,0.431631,0.432569,0.28955145
hybrid_augmented_v2,exp_20260223_141809_17793d,1.0,1.0,0.185592,0.888889,0.428839,0.430804,0.26390393
