experiment_name,exp_id,auc,pr_auc,brier,f1,mae,rmse,paired_significance_p
rk_enhanced,exp_20260224_050905_98d79e,0.416667,0.667857,0.267082,0.285714,0.511949,0.5168,0.99201489
kriging_baseline,exp_20260224_050906_214090,0.833333,0.8875,0.198328,0.75,0.434393,0.44534,0.07738696
