experiment_name,exp_id,auc,pr_auc,brier,f1,mae,rmse,paired_significance_p
geomodel_full,exp_20260222_134845_a36147,1.0,1.0,0.20626,1.0,0.45351,0.454158,0.1215448
geomodel_ablation_no_geo,exp_20260222_134845_8c3d8a,1.0,1.0,0.202982,0.8,0.449339,0.450535,0.10166179
