experiment_name,exp_id,auc,pr_auc,brier,f1,mae,rmse,paired_significance_p
rk_enhanced,exp_20260224_050902_c355e2,0.5,0.5,0.277027,0.0,0.517292,0.526334,0.4626046
kriging_baseline,exp_20260224_050902_7b6218,0.5,0.5,0.253314,0.0,0.488217,0.503303,0.34030401
