experiment_name,exp_id,auc,pr_auc,brier,f1,mae,rmse,paired_significance_p
geomodel_full,exp_20260224_050901_3a1445,0.5,0.5,0.240317,0.0,0.48697,0.490221,0.39784031
geomodel_ablation_no_geo,exp_20260224_050901_8ee8b4,0.5,0.5,0.235747,0.0,0.480017,0.485538,0.42094787
