experiment_name,exp_id,auc,pr_auc,brier,f1,mae,rmse,paired_significance_p
geomodel_full,exp_20260223_115702_68fd91,1.0,1.0,0.191622,1.0,0.436783,0.437746,0.2993244
geomodel_ablation_no_geo,exp_20260223_115703_20b3ed,1.0,1.0,0.181287,1.0,0.424642,0.425778,0.24509148
